COU,Domain,Measure,Scope,Year,Value
HMD,Terrestrial,Percent of total land/EEZ area,Country,2017,100
HMD,Terrestrial,Percent of total land/EEZ area,Country,2018,100
HMD,Terrestrial,Percent of total land/EEZ area,Country,2019,100
HMD,Terrestrial,Percent of total land/EEZ area,Country,2020,100
HMD,Terrestrial,Percent of total land/EEZ area,Country,2021,100
SGS,Terrestrial,Percent of total land/EEZ area,Country,1950,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,1960,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,1970,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,1980,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,1985,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,1990,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,1995,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2000,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2001,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2002,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2003,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2004,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2005,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2006,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2007,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2008,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2009,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2010,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2011,0
SGS,Terrestrial,Percent of total land/EEZ area,Country,2012,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2013,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2014,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2015,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2016,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2017,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2018,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2019,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2020,8.074780298
SGS,Terrestrial,Percent of total land/EEZ area,Country,2021,8.074780298
ATF,Terrestrial,Percent of total land/EEZ area,Country,1950,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,1960,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,1970,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,1980,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,1985,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,1990,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,1995,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,2000,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,2001,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,2002,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,2003,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,2004,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,2005,0
ATF,Terrestrial,Percent of total land/EEZ area,Country,2006,99.51676758
ATF,Terrestrial,Percent of total land/EEZ area,Country,2007,99.51676758
ATF,Terrestrial,Percent of total land/EEZ area,Country,2008,99.51676758
ATF,Terrestrial,Percent of total land/EEZ area,Country,2009,99.51676758
ATF,Terrestrial,Percent of total land/EEZ area,Country,2010,99.51676758
ATF,Terrestrial,Percent of total land/EEZ area,Country,2011,99.834653
ATF,Terrestrial,Percent of total land/EEZ area,Country,2012,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2013,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2014,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2015,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2016,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2017,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2018,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2019,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2020,99.9021891
ATF,Terrestrial,Percent of total land/EEZ area,Country,2021,99.9021891
IOT,Terrestrial,Percent of total land/EEZ area,Country,1950,0
IOT,Terrestrial,Percent of total land/EEZ area,Country,1960,0
IOT,Terrestrial,Percent of total land/EEZ area,Country,1970,0
IOT,Terrestrial,Percent of total land/EEZ area,Country,1980,0
IOT,Terrestrial,Percent of total land/EEZ area,Country,1985,0
IOT,Terrestrial,Percent of total land/EEZ area,Country,1990,0
IOT,Terrestrial,Percent of total land/EEZ area,Country,1995,0
IOT,Terrestrial,Percent of total land/EEZ area,Country,2000,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2001,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2002,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2003,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2004,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2005,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2006,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2007,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2008,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2009,35.35714286
IOT,Terrestrial,Percent of total land/EEZ area,Country,2010,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2011,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2012,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2013,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2014,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2015,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2016,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2017,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2018,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2019,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2020,100
IOT,Terrestrial,Percent of total land/EEZ area,Country,2021,100
CXR,Terrestrial,Percent of total land/EEZ area,Country,1950,0
CXR,Terrestrial,Percent of total land/EEZ area,Country,1960,0
CXR,Terrestrial,Percent of total land/EEZ area,Country,1970,0
CXR,Terrestrial,Percent of total land/EEZ area,Country,1980,0
CXR,Terrestrial,Percent of total land/EEZ area,Country,1985,0
CXR,Terrestrial,Percent of total land/EEZ area,Country,1990,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,1995,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2000,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2001,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2002,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2003,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2004,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2005,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2006,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2007,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2008,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2009,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2010,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2011,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2012,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2013,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2014,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2015,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2016,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2017,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2018,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2019,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2020,62.21928666
CXR,Terrestrial,Percent of total land/EEZ area,Country,2021,62.21928666
CCK,Terrestrial,Percent of total land/EEZ area,Country,1950,0
CCK,Terrestrial,Percent of total land/EEZ area,Country,1960,0
CCK,Terrestrial,Percent of total land/EEZ area,Country,1970,0
CCK,Terrestrial,Percent of total land/EEZ area,Country,1980,0
CCK,Terrestrial,Percent of total land/EEZ area,Country,1985,0
CCK,Terrestrial,Percent of total land/EEZ area,Country,1990,0
CCK,Terrestrial,Percent of total land/EEZ area,Country,1995,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2000,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2001,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2002,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2003,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2004,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2005,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2006,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2007,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2008,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2009,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2010,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2011,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2012,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2013,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2014,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2015,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2016,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2017,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2018,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2019,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2020,15.16853933
CCK,Terrestrial,Percent of total land/EEZ area,Country,2021,15.16853933
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,1950,5.021714204
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,1960,5.044969894
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,1970,5.455783341
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,1980,6.179521354
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,1985,6.719423925
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,1990,7.17574903
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,1995,8.658325678
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2000,9.490389344
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2001,9.691344091
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2002,9.890556094
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2003,10.03906849
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2004,10.36235015
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2005,10.48472631
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2006,10.63443694
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2007,10.79673687
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2008,10.90690016
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2009,11.11730605
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2010,11.44663842
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2011,11.58368008
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2012,11.65739434
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2013,11.81544651
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2014,11.98566589
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2015,12.07026095
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2016,12.68619006
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2017,13.12661853
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2018,13.40593791
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2019,13.64296279
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2020,13.72692136
ASEAN,Terrestrial,Percent of total land/EEZ area,Country,2021,13.72692136
APEC,Terrestrial,Percent of total land/EEZ area,Country,1950,1.267433137
APEC,Terrestrial,Percent of total land/EEZ area,Country,1960,1.517041434
APEC,Terrestrial,Percent of total land/EEZ area,Country,1970,2.076662251
APEC,Terrestrial,Percent of total land/EEZ area,Country,1980,3.535818819
APEC,Terrestrial,Percent of total land/EEZ area,Country,1985,4.047127193
APEC,Terrestrial,Percent of total land/EEZ area,Country,1990,4.739716399
APEC,Terrestrial,Percent of total land/EEZ area,Country,1995,5.640592521
APEC,Terrestrial,Percent of total land/EEZ area,Country,2000,7.45899825
APEC,Terrestrial,Percent of total land/EEZ area,Country,2001,7.744562112
APEC,Terrestrial,Percent of total land/EEZ area,Country,2002,8.225460066
APEC,Terrestrial,Percent of total land/EEZ area,Country,2003,8.465313251
APEC,Terrestrial,Percent of total land/EEZ area,Country,2004,8.601514083
APEC,Terrestrial,Percent of total land/EEZ area,Country,2005,8.726757379
APEC,Terrestrial,Percent of total land/EEZ area,Country,2006,8.822418418
APEC,Terrestrial,Percent of total land/EEZ area,Country,2007,9.031721436
APEC,Terrestrial,Percent of total land/EEZ area,Country,2008,9.229285359
APEC,Terrestrial,Percent of total land/EEZ area,Country,2009,9.477957435
APEC,Terrestrial,Percent of total land/EEZ area,Country,2010,9.665056836
APEC,Terrestrial,Percent of total land/EEZ area,Country,2011,9.862972924
APEC,Terrestrial,Percent of total land/EEZ area,Country,2012,10.1462638
APEC,Terrestrial,Percent of total land/EEZ area,Country,2013,10.46866526
APEC,Terrestrial,Percent of total land/EEZ area,Country,2014,10.69435109
APEC,Terrestrial,Percent of total land/EEZ area,Country,2015,10.98316461
APEC,Terrestrial,Percent of total land/EEZ area,Country,2016,11.12119615
APEC,Terrestrial,Percent of total land/EEZ area,Country,2017,11.2732005
APEC,Terrestrial,Percent of total land/EEZ area,Country,2018,11.47590917
APEC,Terrestrial,Percent of total land/EEZ area,Country,2019,11.59276747
APEC,Terrestrial,Percent of total land/EEZ area,Country,2020,11.76690318
APEC,Terrestrial,Percent of total land/EEZ area,Country,2021,11.76690318
GGY,Terrestrial,Percent of total land/EEZ area,Country,1950,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,1960,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,1970,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,1980,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,1985,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,1990,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,1995,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,2000,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,2001,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,2002,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,2003,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,2004,0
GGY,Terrestrial,Percent of total land/EEZ area,Country,2005,0.5624296963
GGY,Terrestrial,Percent of total land/EEZ area,Country,2006,1.124859393
GGY,Terrestrial,Percent of total land/EEZ area,Country,2007,1.237345332
GGY,Terrestrial,Percent of total land/EEZ area,Country,2008,1.237345332
GGY,Terrestrial,Percent of total land/EEZ area,Country,2009,1.237345332
GGY,Terrestrial,Percent of total land/EEZ area,Country,2010,1.237345332
GGY,Terrestrial,Percent of total land/EEZ area,Country,2011,1.237345332
GGY,Terrestrial,Percent of total land/EEZ area,Country,2012,1.237345332
GGY,Terrestrial,Percent of total land/EEZ area,Country,2013,1.237345332
GGY,Terrestrial,Percent of total land/EEZ area,Country,2014,1.237345332
GGY,Terrestrial,Percent of total land/EEZ area,Country,2015,3.149606299
GGY,Terrestrial,Percent of total land/EEZ area,Country,2016,3.149606299
GGY,Terrestrial,Percent of total land/EEZ area,Country,2017,3.149606299
GGY,Terrestrial,Percent of total land/EEZ area,Country,2018,3.149606299
GGY,Terrestrial,Percent of total land/EEZ area,Country,2019,3.149606299
GGY,Terrestrial,Percent of total land/EEZ area,Country,2020,3.149606299
GGY,Terrestrial,Percent of total land/EEZ area,Country,2021,3.149606299
IMN,Terrestrial,Percent of total land/EEZ area,Country,1950,0.393452943
IMN,Terrestrial,Percent of total land/EEZ area,Country,1960,0.393452943
IMN,Terrestrial,Percent of total land/EEZ area,Country,1970,0.393452943
IMN,Terrestrial,Percent of total land/EEZ area,Country,1980,0.4406672962
IMN,Terrestrial,Percent of total land/EEZ area,Country,1985,0.4721435316
IMN,Terrestrial,Percent of total land/EEZ area,Country,1990,0.4721435316
IMN,Terrestrial,Percent of total land/EEZ area,Country,1995,0.4721435316
IMN,Terrestrial,Percent of total land/EEZ area,Country,2000,1.03871577
IMN,Terrestrial,Percent of total land/EEZ area,Country,2001,1.117406358
IMN,Terrestrial,Percent of total land/EEZ area,Country,2002,1.117406358
IMN,Terrestrial,Percent of total land/EEZ area,Country,2003,1.117406358
IMN,Terrestrial,Percent of total land/EEZ area,Country,2004,1.2433113
IMN,Terrestrial,Percent of total land/EEZ area,Country,2005,1.58954989
IMN,Terrestrial,Percent of total land/EEZ area,Country,2006,1.668240478
IMN,Terrestrial,Percent of total land/EEZ area,Country,2007,1.683978596
IMN,Terrestrial,Percent of total land/EEZ area,Country,2008,3.604028958
IMN,Terrestrial,Percent of total land/EEZ area,Country,2009,3.698457665
IMN,Terrestrial,Percent of total land/EEZ area,Country,2010,3.698457665
IMN,Terrestrial,Percent of total land/EEZ area,Country,2011,3.808624489
IMN,Terrestrial,Percent of total land/EEZ area,Country,2012,3.824362606
IMN,Terrestrial,Percent of total land/EEZ area,Country,2013,3.824362606
IMN,Terrestrial,Percent of total land/EEZ area,Country,2014,3.824362606
IMN,Terrestrial,Percent of total land/EEZ area,Country,2015,3.824362606
IMN,Terrestrial,Percent of total land/EEZ area,Country,2016,3.824362606
IMN,Terrestrial,Percent of total land/EEZ area,Country,2017,3.824362606
IMN,Terrestrial,Percent of total land/EEZ area,Country,2018,3.981743783
IMN,Terrestrial,Percent of total land/EEZ area,Country,2019,3.981743783
IMN,Terrestrial,Percent of total land/EEZ area,Country,2020,3.981743783
IMN,Terrestrial,Percent of total land/EEZ area,Country,2021,3.981743783
JEY,Terrestrial,Percent of total land/EEZ area,Country,1950,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,1960,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,1970,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,1980,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,1985,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,1990,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,1995,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,2000,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,2001,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,2002,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,2003,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,2004,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,2005,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,2006,16.55430712
JEY,Terrestrial,Percent of total land/EEZ area,Country,2007,16.62921348
JEY,Terrestrial,Percent of total land/EEZ area,Country,2008,16.62921348
JEY,Terrestrial,Percent of total land/EEZ area,Country,2009,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2010,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2011,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2012,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2013,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2014,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2015,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2016,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2017,16.77902622
JEY,Terrestrial,Percent of total land/EEZ area,Country,2018,16.92883895
JEY,Terrestrial,Percent of total land/EEZ area,Country,2019,16.92883895
JEY,Terrestrial,Percent of total land/EEZ area,Country,2020,16.92883895
JEY,Terrestrial,Percent of total land/EEZ area,Country,2021,16.92883895
G20,Terrestrial,Percent of total land/EEZ area,Country,1950,1.123214884
G20,Terrestrial,Percent of total land/EEZ area,Country,1960,1.359084566
G20,Terrestrial,Percent of total land/EEZ area,Country,1970,1.798079536
G20,Terrestrial,Percent of total land/EEZ area,Country,1980,3.154357617
G20,Terrestrial,Percent of total land/EEZ area,Country,1985,3.721565155
G20,Terrestrial,Percent of total land/EEZ area,Country,1990,4.864743018
G20,Terrestrial,Percent of total land/EEZ area,Country,1995,6.0067147
G20,Terrestrial,Percent of total land/EEZ area,Country,2000,8.186330311
G20,Terrestrial,Percent of total land/EEZ area,Country,2001,8.546996067
G20,Terrestrial,Percent of total land/EEZ area,Country,2002,9.164796344
G20,Terrestrial,Percent of total land/EEZ area,Country,2003,9.450789147
G20,Terrestrial,Percent of total land/EEZ area,Country,2004,9.756508184
G20,Terrestrial,Percent of total land/EEZ area,Country,2005,10.00631935
G20,Terrestrial,Percent of total land/EEZ area,Country,2006,10.59477634
G20,Terrestrial,Percent of total land/EEZ area,Country,2007,10.88604379
G20,Terrestrial,Percent of total land/EEZ area,Country,2008,11.20780403
G20,Terrestrial,Percent of total land/EEZ area,Country,2009,11.60123817
G20,Terrestrial,Percent of total land/EEZ area,Country,2010,11.77241203
G20,Terrestrial,Percent of total land/EEZ area,Country,2011,11.9313689
G20,Terrestrial,Percent of total land/EEZ area,Country,2012,12.16037298
G20,Terrestrial,Percent of total land/EEZ area,Country,2013,12.4389457
G20,Terrestrial,Percent of total land/EEZ area,Country,2014,12.63344932
G20,Terrestrial,Percent of total land/EEZ area,Country,2015,12.86250756
G20,Terrestrial,Percent of total land/EEZ area,Country,2016,13.01873167
G20,Terrestrial,Percent of total land/EEZ area,Country,2017,13.14832335
G20,Terrestrial,Percent of total land/EEZ area,Country,2018,13.33099033
G20,Terrestrial,Percent of total land/EEZ area,Country,2019,13.39807231
G20,Terrestrial,Percent of total land/EEZ area,Country,2020,13.53500027
G20,Terrestrial,Percent of total land/EEZ area,Country,2021,13.53500027
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,1950,0.6603828648
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,1960,0.7025747374
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,1970,0.8803716861
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,1980,1.683409785
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,1985,2.225784916
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,1990,3.312802114
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,1995,4.488114645
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2000,7.521538028
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2001,8.048500982
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2002,8.771193193
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2003,9.026358058
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2004,9.331483823
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2005,9.623755065
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2006,10.56161051
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2007,10.71850816
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2008,10.97422614
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2009,11.39366445
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2010,11.56730933
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2011,11.61836564
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2012,11.67968437
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2013,11.77444474
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2014,11.84864937
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2015,11.90696629
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2016,11.99071207
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2017,12.14836566
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2018,12.33329957
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2019,12.35843671
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2020,12.36577617
BRIICS,Terrestrial,Percent of total land/EEZ area,Country,2021,12.36577617
CUW,Terrestrial,Percent of total land/EEZ area,Country,1950,1.60230074
CUW,Terrestrial,Percent of total land/EEZ area,Country,1960,1.60230074
CUW,Terrestrial,Percent of total land/EEZ area,Country,1970,1.60230074
CUW,Terrestrial,Percent of total land/EEZ area,Country,1980,6.717337716
CUW,Terrestrial,Percent of total land/EEZ area,Country,1985,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,1990,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,1995,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2000,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2001,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2002,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2003,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2004,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2005,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2006,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2007,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2008,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2009,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2010,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2011,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2012,8.196384552
CUW,Terrestrial,Percent of total land/EEZ area,Country,2013,16.61873459
CUW,Terrestrial,Percent of total land/EEZ area,Country,2014,16.61873459
CUW,Terrestrial,Percent of total land/EEZ area,Country,2015,16.61873459
CUW,Terrestrial,Percent of total land/EEZ area,Country,2016,16.61873459
CUW,Terrestrial,Percent of total land/EEZ area,Country,2017,16.61873459
CUW,Terrestrial,Percent of total land/EEZ area,Country,2018,16.92686935
CUW,Terrestrial,Percent of total land/EEZ area,Country,2019,16.92686935
CUW,Terrestrial,Percent of total land/EEZ area,Country,2020,16.92686935
CUW,Terrestrial,Percent of total land/EEZ area,Country,2021,16.92686935
SXM,Terrestrial,Percent of total land/EEZ area,Country,1950,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,1960,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,1970,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,1980,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,1985,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,1990,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,1995,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,2000,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,2001,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,2002,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,2003,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,2004,0
SXM,Terrestrial,Percent of total land/EEZ area,Country,2005,0
